Tempo,Estação,LAT,LONG,Movimentação,Original_473,Original_269,Zero,Maçã-Verde,Tangerina,Citrus,Açaí-Guaraná,Pêssego,TARGET
2018-5-9,Fradique Coutinho,-23.5661,-46.6841,35694,34,36,15,12,28,16,37,43,NORMAL
2018-6-3,Fradique Coutinho,-23.5661,-46.6841,34954,62,63,46,19,22,43,13,25,NORMAL
2018-9-18,Fradique Coutinho,-23.5661,-46.6841,34558,11,37,65,3,29,28,43,39,REABASTECER
2018-9-16,Tamanduateí,-23.59290,-46.5897,51432,28,16,57,17,24,35,38,19,NORMAL
2018-10-14,Tamanduateí,-23.59290,-46.5897,50453,86,58,61,17,2,23,5,3,REABASTECER
2018-11-26,Fradique Coutinho,-23.5661,-46.6841,35952,44,27,25,3,2,35,32,27,NORMAL
2019-12-20,Fradique Coutinho,-23.5661,-46.6841,35623,30,46,4,35,15,7,15,11,REABASTECER
2019-3-26,Tamanduateí,-23.59290,-46.5897,50070,54,45,14,16,16,31,43,43,NORMAL
2019-6-8,São Judas,-23.6255,-46.6411,16482,73,44,4,9,6,21,25,41,REABASTECER
2018-6-20,Sé,-23.55,-46.6333,194852,86,50,43,35,27,31,25,21,NORMAL
2019-8-11,São Judas,-23.6255,-46.6411,15394,75,6,46,15,40,36,37,41,REABASTECER
2018-8-1,Sé,-23.55,-46.6333,192063,35,9,53,33,33,29,16,30,NORMAL
2018-1-8,Sé,-23.55,-46.6333,191340,13,33,14,15,20,20,19,14,NORMAL
2018-12-13,Sé,-23.55,-46.6333,194993,68,42,26,18,11,21,16,10,NORMAL
2019-1-7,Sé,-23.55,-46.6333,192306,13,11,57,21,4,13,8,32,REABASTECER
2018-6-24,Sé,-23.55,-46.6333,192136,49,30,20,29,9,18,14,43,NORMAL
2019-8-2,Sé,-23.55,-46.6333,193477,4,45,47,19,7,16,41,9,NORMAL
2018-11-16,Vila Mariana,-23.5895,-46.6346,22642,39,42,4,42,38,36,43,2,NORMAL
2019-6-9,Sé,-23.55,-46.6333,194869,0,31,33,23,5,29,43,43,NORMAL
2019-8-17,Vila Mariana,-23.5895,-46.6346,22425,18,9,19,27,37,27,27,33,REABASTECER
2019-12-4,Sé,-23.55,-46.6333,193655,40,29,58,39,8,20,10,16,NORMAL
2018-1-4,Brooklin,-23.6263,-46.6878,28089,59,43,38,28,34,30,30,33,NORMAL
2019-10-1,Brás,-23.5451,-46.6162,74308,74,32,31,36,16,43,16,35,NORMAL
2019-10-25,Brás,-23.5451,-46.6162,71761,86,21,56,27,8,15,43,27,NORMAL
2019-3-21,Brás,-23.5451,-46.6162,72743,76,34,46,38,29,35,7,3,NORMAL
2019-3-22,Brás,-23.5451,-46.6162,73251,63,27,42,37,23,31,1,43,REABASTECER
2018-2-10,Barra Funda,-23.5542,-46.6707,149004,43,31,0,23,4,35,6,14,REABASTECER
2018-4-21,Barra Funda,-23.5542,-46.6707,148810,25,14,26,17,22,29,13,23,NORMAL
2018-1-27,Campo Belo,-23.6188,-46.6823,23420,86,42,32,8,31,18,23,28,NORMAL
2018-5-3,Barra Funda,-23.5542,-46.6707,150292,74,60,4,18,22,38,18,22,NORMAL
2018-3-6,Campo Belo,-23.6188,-46.6823,25314,41,26,29,16,6,21,26,11,NORMAL
2019-3-14,Barra Funda,-23.5542,-46.6707,148051,25,35,32,23,43,39,41,1,REABASTECER
2018-4-1,Campo Belo,-23.6188,-46.6823,24779,65,51,46,37,40,7,13,36,NORMAL
2018-8-5,Barra Funda,-23.5542,-46.6707,146799,44,41,6,35,25,3,37,41,REABASTECER
2019-5-21,Barra Funda,-23.5542,-46.6707,148750,37,10,22,14,43,19,43,34,NORMAL
2018-12-15,Barra Funda,-23.5542,-46.6707,149778,86,44,65,37,23,8,27,27,NORMAL
2019-9-24,Barra Funda,-23.5542,-46.6707,147180,79,57,38,8,33,14,24,4,REABASTECER
2019-1-7,Barra Funda,-23.5542,-46.6707,148213,43,43,42,8,23,34,26,29,NORMAL
2019-3-9,Campo Belo,-23.6188,-46.6823,25333,74,25,19,26,5,29,37,18,NORMAL
2018-7-27,Tatuapé,-23.5402,-46.5765,70727,64,15,35,16,10,36,26,23,NORMAL
2018-1-21,Tatuapé,-23.5402,-46.5765,70545,55,59,60,37,43,35,41,4,REABASTECER
2018-11-7,Tatuapé,-23.5402,-46.5765,68902,60,30,52,43,30,13,39,23,NORMAL
2018-11-29,Tatuapé,-23.5402,-46.5765,71045,86,39,39,19,30,17,26,22,NORMAL
2018-4-20,Tatuapé,-23.5402,-46.5765,69373,45,28,11,7,33,26,11,25,NORMAL
2018-3-10,Eucaliptos,-23.61,-46.6686,23324,20,30,65,35,18,38,13,24,NORMAL
2019-8-22,Tatuapé,-23.5402,-46.5765,70585,14,21,56,29,32,10,27,23,NORMAL
2018-12-24,Tatuapé,-23.5402,-46.5765,69151,28,10,48,24,13,26,13,20,NORMAL
2019-10-7,Tatuapé,-23.5402,-46.5765,69545,40,44,5,15,20,21,8,18,NORMAL
2019-12-23,Tatuapé,-23.5402,-46.5765,69062,69,65,23,17,21,6,4,22,REABASTECER
2019-3-19,Eucaliptos,-23.61,-46.6686,22936,60,31,28,19,4,43,30,16,NORMAL
2018-7-2,República,-23.5436,-46.6434,110583,38,43,21,4,10,10,28,6,NORMAL
2019-6-18,Eucaliptos,-23.61,-46.6686,24437,48,30,41,18,31,3,9,2,REABASTECER
2018-10-1,República,-23.5436,-46.6434,111026,29,65,65,34,43,22,23,24,NORMAL
2018-12-6,República,-23.5436,-46.6434,107169,86,65,36,16,33,32,13,29,NORMAL
2019-11-6,Eucaliptos,-23.61,-46.6686,24356,32,29,34,8,26,12,33,36,NORMAL
2019-2-8,República,-23.5436,-46.6434,110979,3,23,41,17,33,37,32,34,REABASTECER
2019-5-1,República,-23.5436,-46.6434,108768,59,46,44,20,7,33,34,9,NORMAL
2018-12-15,República,-23.5436,-46.6434,107181,86,3,48,23,34,33,21,32,NORMAL
2018-10-1,Moema,-23.5489,-46.6388,20508,9,51,34,31,10,34,18,23,REABASTECER
2018-10-10,Moema,-23.5489,-46.6388,19796,2,58,47,37,19,17,27,36,REABASTECER
2018-3-25,São Judas,-23.6255,-46.6411,17021,45,37,34,35,43,33,28,27,NORMAL
2019-3-16,Tamanduateí,-23.59290,-46.5897,50789,76,41,26,3,8,15,40,3,NORMAL
2019-3-26,Tamanduateí,-23.59290,-46.5897,50070,54,45,14,16,16,31,43,43,NORMAL
2018-5-26,São Judas,-23.6255,-46.6411,16045,78,40,65,26,23,27,43,37,NORMAL
2018-7-19,São Judas,-23.6255,-46.6411,13857,86,32,16,23,27,41,21,36,NORMAL
2019-11-11,Tamanduateí,-23.59290,-46.5897,50284,86,48,61,15,32,9,15,6,REABASTECER
2019-11-12,Tamanduateí,-23.59290,-46.5897,49840,76,41,54,13,29,7,12,43,NORMAL
2018-1-26,Sé,-23.55,-46.6333,192475,86,51,14,5,23,14,38,29,NORMAL
2019-3-8,São Judas,-23.6255,-46.6411,14157,23,4,18,41,7,24,33,17,REABASTECER
2018-3-23,Sé,-23.55,-46.6333,194629,47,32,39,43,28,15,24,13,NORMAL
2019-5-23,Tamanduateí,-23.59290,-46.5897,50665,5,51,11,39,26,39,29,37,REABASTECER
2018-4-26,Sé,-23.55,-46.6333,194786,4,42,65,26,29,37,17,11,NORMAL
2019-7-2,Tamanduateí,-23.59290,-46.5897,51682,62,22,55,11,43,37,5,28,NORMAL
2019-7-6,Tamanduateí,-23.59290,-46.5897,50420,15,6,26,38,30,19,29,9,REABASTECER
2019-7-16,Tamanduateí,-23.59290,-46.5897,50260,7,65,16,9,37,38,22,10,NORMAL
2019-7-27,São Judas,-23.6255,-46.6411,13767,25,18,17,29,17,6,4,5,REABASTECER
2019-8-11,Tamanduateí,-23.59290,-46.5897,51680,23,40,36,6,26,26,16,37,REABASTECER
2018-2-16,Vila Mariana,-23.5895,-46.6346,22468,86,57,12,34,8,43,38,29,NORMAL
2019-2-18,Sé,-23.55,-46.6333,194175,74,39,37,15,11,10,22,41,NORMAL
2018-5-9,Vila Mariana,-23.5895,-46.6346,21994,64,62,19,36,28,27,30,37,NORMAL
2018-7-12,Sé,-23.55,-46.6333,191507,47,61,41,10,25,11,38,23,NORMAL
2018-7-20,Sé,-23.55,-46.6333,194174,55,5,61,29,41,25,7,34,REABASTECER
2019-7-16,Sé,-23.55,-46.6333,191734,67,15,16,33,31,34,23,26,NORMAL
2019-3-11,Vila Mariana,-23.5895,-46.6346,21514,71,61,0,26,3,35,4,38,REABASTECER
2019-9-21,Vila Mariana,-23.5895,-46.6346,21111,32,65,51,41,10,43,5,43,REABASTECER
2018-1-18,Brás,-23.5451,-46.6162,74090,86,36,9,32,15,27,11,19,NORMAL
2019-2-26,Brás,-23.5451,-46.6162,70836,51,38,17,17,4,29,24,3,NORMAL
2019-3-29,Brás,-23.5451,-46.6162,71725,74,51,52,19,43,14,23,19,NORMAL
2018-6-1,Brás,-23.5451,-46.6162,72201,86,32,24,28,28,12,27,34,NORMAL
2019-2-12,Brás,-23.5451,-46.6162,72206,17,65,53,24,14,30,31,11,NORMAL
2019-2-21,Brás,-23.5451,-46.6162,72816,14,4,51,35,24,43,38,22,NORMAL
2019-1-3,Brooklin,-23.6263,-46.6878,28989,37,47,49,36,24,2,39,43,REABASTECER
2019-4-25,Brás,-23.5451,-46.6162,72928,74,33,65,27,11,21,32,8,NORMAL
2019-4-6,Brooklin,-23.6263,-46.6878,29177,70,41,9,23,31,32,43,9,REABASTECER
2019-10-2,Brás,-23.5451,-46.6162,73074,63,24,21,32,13,38,10,31,NORMAL
2019-7-27,Brooklin,-23.6263,-46.6878,27101,10,60,60,38,39,37,27,11,REABASTECER
2019-10-12,Brás,-23.5451,-46.6162,73363,45,32,15,7,19,1,8,39,NORMAL
2019-1-27,Brás,-23.5451,-46.6162,71306,86,30,13,23,31,30,16,33,NORMAL
2018-4-2,Barra Funda,-23.5542,-46.6707,148968,52,47,26,33,10,5,43,12,REABASTECER
2018-7-23,Barra Funda,-23.5542,-46.6707,147393,76,46,26,29,37,40,8,2,REABASTECER
2018-2-18,Barra Funda,-23.5542,-46.6707,150148,44,48,15,38,15,4,13,26,REABASTECER
2018-4-14,Barra Funda,-23.5542,-46.6707,149205,13,55,0,43,4,11,43,43,REABASTECER
2018-6-5,Barra Funda,-23.5542,-46.6707,149639,22,47,38,33,17,13,25,17,NORMAL
2018-9-16,Campo Belo,-23.6188,-46.6823,23121,76,53,8,27,32,33,39,30,NORMAL
2019-1-24,Barra Funda,-23.5542,-46.6707,147927,58,11,52,3,34,17,41,7,REABASTECER
2019-3-30,Barra Funda,-23.5542,-46.6707,148121,19,62,55,29,22,31,25,26,NORMAL
2019-4-8,Barra Funda,-23.5542,-46.6707,150164,17,17,65,16,31,43,34,35,NORMAL
2019-4-19,Barra Funda,-23.5542,-46.6707,149361,86,7,48,27,33,37,41,32,REABASTECER
2018-4-9,Tatuapé,-23.5402,-46.5765,68048,68,43,23,43,39,21,15,19,NORMAL
2019-8-29,Barra Funda,-23.5542,-46.6707,147065,65,65,0,17,8,40,33,25,REABASTECER
2018-7-3,Tatuapé,-23.5402,-46.5765,68140,35,55,65,17,26,20,31,5,NORMAL
2018-1-2,Tatuapé,-23.5402,-46.5765,67799,75,59,61,40,37,37,38,40,NORMAL
2018-11-23,Tatuapé,-23.5402,-46.5765,67230,64,11,14,29,7,36,15,43,NORMAL
2019-4-9,Tatuapé,-23.5402,-46.5765,69868,20,46,17,43,10,31,14,1,REABASTECER
2019-4-26,Tatuapé,-23.5402,-46.5765,70490,25,17,26,28,24,30,36,28,NORMAL
2018-11-22,Tatuapé,-23.5402,-46.5765,70737,77,14,23,33,10,40,21,5,REABASTECER
2018-10-5,Eucaliptos,-23.61,-46.6686,25504,31,38,9,13,29,36,12,17,NORMAL
2018-2-1,República,-23.5436,-46.6434,107141,76,55,65,43,4,32,10,5,REABASTECER
2018-3-19,República,-23.5436,-46.6434,107493,15,15,4,9,20,10,32,28,REABASTECER
2019-10-4,Tatuapé,-23.5402,-46.5765,70373,63,58,25,30,33,27,20,27,NORMAL
2019-11-14,Tatuapé,-23.5402,-46.5765,69435,16,8,32,21,4,43,36,43,REABASTECER
2018-9-1,República,-23.5436,-46.6434,108301,59,30,61,7,24,35,3,43,REABASTECER
2018-3-28,República,-23.5436,-46.6434,107692,13,24,7,25,25,28,34,33,NORMAL
2018-3-24,Moema,-23.5489,-46.6388,20250,53,29,49,17,8,24,32,9,NORMAL
2019-8-26,República,-23.5436,-46.6434,110743,15,63,36,21,7,28,32,43,NORMAL
2019-10-27,Hospital São Paulo,-23.5984,-46.6455,23893,35,8,24,4,22,18,29,17,REABASTECER
2018-6-3,Higienópolis-Mackenzie,-23.5488,-46.6519,89617,31,29,55,20,27,39,12,18,NORMAL
2019-12-2,Hospital São Paulo,-23.5984,-46.6455,27314,28,65,48,24,40,21,18,4,REABASTECER
2018-2-27,Paraíso,-23.57677,-46.63933,72614,52,65,61,25,31,25,32,5,REABASTECER
2018-3-19,Paraíso,-23.57677,-46.63933,72655,2,59,32,14,18,43,21,36,NORMAL
2018-10-18,Higienópolis-Mackenzie,-23.5488,-46.6519,91877,61,54,44,32,8,23,3,43,REABASTECER
2018-5-20,Paraíso,-23.57677,-46.63933,70612,18,5,3,8,27,25,5,33,REABASTECER
2018-8-15,Paraíso,-23.57677,-46.63933,72115,42,3,19,17,31,8,13,43,REABASTECER
2018-8-29,Paraíso,-23.57677,-46.63933,72180,86,48,53,29,14,40,39,28,NORMAL
2019-7-13,Higienópolis-Mackenzie,-23.5488,-46.6519,92274,74,57,55,28,10,5,8,13,NORMAL
2019-1-27,Paraíso,-23.57677,-46.63933,71527,77,16,37,31,37,43,9,33,NORMAL
2019-2-10,Higienópolis-Mackenzie,-23.5488,-46.6519,90813,15,65,65,14,37,24,20,34,NORMAL
2019-11-11,Higienópolis-Mackenzie,-23.5488,-46.6519,90253,44,34,3,11,18,13,43,23,REABASTECER
2019-3-20,Higienópolis-Mackenzie,-23.5488,-46.6519,93015,73,51,6,12,43,18,36,5,REABASTECER
2019-4-19,Paraíso,-23.57677,-46.63933,70407,86,65,61,19,23,24,33,7,NORMAL
2019-5-30,Paraíso,-23.57677,-46.63933,73522,38,48,38,34,23,25,20,43,NORMAL
2019-6-1,Higienópolis-Mackenzie,-23.5488,-46.6519,92206,50,55,39,25,8,21,17,5,REABASTECER
2018-6-29,Faria Lima,-23.5675,-46.6929,52882,22,28,61,7,37,21,17,19,NORMAL
2018-2-1,Brigadeiro,-23.5683,-46.6482,49329,61,17,48,34,11,30,5,16,NORMAL
2018-10-2,Faria Lima,-23.5675,-46.6929,52453,68,21,1,37,5,33,11,27,NORMAL
2018-10-26,Faria Lima,-23.5675,-46.6929,51934,6,65,28,3,32,14,3,19,REABASTECER
2018-2-26,Faria Lima,-23.5675,-46.6929,52647,74,13,10,43,22,5,29,8,NORMAL
2018-3-3,Brigadeiro,-23.5683,-46.6482,46982,76,40,29,33,22,8,4,19,REABASTECER
2018-3-15,Faria Lima,-23.5675,-46.6929,54602,39,41,10,28,41,38,43,18,NORMAL
2019-3-23,Faria Lima,-23.5675,-46.6929,53401,58,51,51,23,40,14,25,11,NORMAL
2018-12-30,Faria Lima,-23.5675,-46.6929,51879,86,19,45,20,27,38,43,35,NORMAL
2019-11-23,Trianon-Masp,-23.5634,-46.6544,45350,4,57,43,28,37,12,24,15,NORMAL
2018-9-12,Butantã,-23.5844,-46.7252,65523,12,60,42,38,31,8,32,21,NORMAL
2018-9-16,Butantã,-23.5844,-46.7252,65802,59,40,10,30,16,39,11,5,REABASTECER
2018-3-1,Consolação,-23.5581,-46.6606,114208,11,22,37,43,19,27,38,34,NORMAL
2018-4-13,Consolação,-23.5581,-46.6606,114828,15,13,26,27,18,29,43,40,NORMAL
2018-5-16,Consolação,-23.5581,-46.6606,113605,41,65,53,16,17,21,43,43,NORMAL
2018-6-16,Consolação,-23.5581,-46.6606,112568,86,11,31,20,34,27,15,10,NORMAL
2019-6-30,Butantã,-23.5844,-46.7252,67776,86,12,65,38,23,23,11,33,NORMAL
2019-8-13,Butantã,-23.5844,-46.7252,66197,6,24,14,28,20,43,8,31,REABASTECER
2019-11-8,Butantã,-23.5844,-46.7252,66079,47,65,21,25,40,19,5,35,REABASTECER
2019-4-20,Butantã,-23.5844,-46.7252,66409,66,5,39,20,4,3,37,21,REABASTECER
2019-4-16,Consolação,-23.5581,-46.6606,114254,42,63,8,9,11,14,37,19,REABASTECER
2019-7-23,Butantã,-23.5844,-46.7252,66830,37,8,27,39,20,36,1,29,NORMAL
2019-8-27,Consolação,-23.5581,-46.6606,112565,33,7,5,24,24,1,40,4,NORMAL
2019-10-17,Consolação,-23.5581,-46.6606,115409,69,24,52,9,25,26,8,6,NORMAL
2019-12-8,Butantã,-23.5844,-46.7252,64506,15,20,11,11,14,7,16,27,NORMAL
2019-11-16,Consolação,-23.5581,-46.6606,114824,14,36,46,40,39,8,19,12,NORMAL
2018-1-8,Tamanduateí,-23.59290,-46.5897,52547,13,25,18,21,17,18,11,19,NORMAL
2018-12-10,Fradique Coutinho,-23.5661,-46.6841,34234,65,58,65,43,43,18,13,16,NORMAL
2018-3-19,Fradique Coutinho,-23.5661,-46.6841,36946,18,28,45,35,26,34,24,41,NORMAL
2018-6-28,Fradique Coutinho,-23.5661,-46.6841,33603,86,38,10,32,13,20,35,6,REABASTECER
2018-7-7,Fradique Coutinho,-23.5661,-46.6841,33033,86,41,18,2,15,30,40,10,NORMAL
2019-5-7,Fradique Coutinho,-23.5661,-46.6841,36922,55,65,56,7,27,9,26,35,NORMAL
2018-8-17,Fradique Coutinho,-23.5661,-46.6841,35604,48,22,16,7,18,31,5,24,REABASTECER
2019-11-30,Fradique Coutinho,-23.5661,-46.6841,33155,52,41,61,32,11,15,7,40,NORMAL
2019-12-16,Fradique Coutinho,-23.5661,-46.6841,34675,65,65,33,41,35,15,35,26,NORMAL
2019-3-19,Fradique Coutinho,-23.5661,-46.6841,36730,86,65,32,4,4,20,43,6,REABASTECER
2019-8-5,Sé,-23.55,-46.6333,194638,65,24,28,8,37,14,26,37,NORMAL
2019-8-10,Sé,-23.55,-46.6333,195150,18,63,60,33,18,37,43,12,NORMAL
2019-8-17,Sé,-23.55,-46.6333,191572,36,24,8,6,31,13,14,27,NORMAL
2019-4-4,Sé,-23.55,-46.6333,192071,55,40,51,43,23,7,9,20,NORMAL
2019-5-24,Sé,-23.55,-46.6333,193543,64,49,17,24,29,29,19,24,NORMAL
2019-7-11,Sé,-23.55,-46.6333,194898,32,34,60,43,9,43,43,5,REABASTECER
2019-7-20,Vila Mariana,-23.5895,-46.6346,24265,22,40,8,8,11,34,10,15,NORMAL
2018-9-21,Brás,-23.5451,-46.6162,71329,37,18,19,11,43,15,21,37,NORMAL
2019-12-24,Sé,-23.55,-46.6333,193116,9,37,61,35,9,37,7,25,REABASTECER
2018-1-2,Brás,-23.5451,-46.6162,73874,75,60,56,43,38,38,37,37,NORMAL
2018-11-23,Brás,-23.5451,-46.6162,72599,24,36,65,13,36,34,24,27,NORMAL
2018-2-19,Brás,-23.5451,-46.6162,73555,31,65,59,31,32,13,17,6,REABASTECER
2018-11-20,Brooklin,-23.6263,-46.6878,26139,33,40,3,36,24,27,43,41,REABASTECER
2019-11-30,Brás,-23.5451,-46.6162,71495,16,53,28,43,6,38,43,5,REABASTECER
2019-3-27,Brás,-23.5451,-46.6162,73997,11,65,65,25,8,19,31,24,REABASTECER
2019-1-17,Brooklin,-23.6263,-46.6878,28482,78,33,10,33,6,6,24,23,NORMAL
2019-4-15,Brás,-23.5451,-46.6162,74238,86,19,61,9,11,43,43,43,NORMAL
2019-6-16,Brás,-23.5451,-46.6162,73447,86,41,42,29,21,38,10,12,NORMAL
2019-7-14,Brás,-23.5451,-46.6162,74100,66,60,41,28,33,27,21,33,NORMAL
2019-7-20,Brás,-23.5451,-46.6162,71520,8,23,65,10,10,12,39,14,NORMAL
2019-7-24,Brooklin,-23.6263,-46.6878,27433,38,5,14,43,7,9,43,24,REABASTECER
2019-9-1,Brooklin,-23.6263,-46.6878,28177,19,48,33,19,27,32,16,3,REABASTECER
2019-11-8,Brooklin,-23.6263,-46.6878,26811,57,15,45,10,19,13,5,5,NORMAL
2018-12-1,Barra Funda,-23.5542,-46.6707,148983,56,51,31,38,37,6,40,33,REABASTECER
2018-4-16,Campo Belo,-23.6188,-46.6823,24253,6,22,65,25,26,8,37,27,REABASTECER
2018-5-1,Campo Belo,-23.6188,-46.6823,26588,18,59,21,18,11,6,25,6,REABASTECER
2018-5-19,Campo Belo,-23.6188,-46.6823,25753,25,8,20,9,19,35,41,17,REABASTECER
2019-6-16,Barra Funda,-23.5542,-46.6707,147446,73,50,40,22,28,24,27,14,NORMAL
2019-7-19,Barra Funda,-23.5542,-46.6707,149702,22,57,3,10,11,22,25,14,NORMAL
2019-12-11,Barra Funda,-23.5542,-46.6707,147368,64,60,65,29,21,43,20,26,NORMAL
2019-6-29,Barra Funda,-23.5542,-46.6707,149634,36,39,10,16,10,28,19,43,NORMAL
2019-8-7,Barra Funda,-23.5542,-46.6707,148242,25,8,18,43,18,20,37,26,REABASTECER
2019-3-23,Campo Belo,-23.6188,-46.6823,23621,15,7,56,35,32,27,13,8,REABASTECER
2019-11-15,Barra Funda,-23.5542,-46.6707,147916,77,23,8,18,4,33,35,15,NORMAL
2019-12-7,Barra Funda,-23.5542,-46.6707,150723,20,19,31,43,41,14,35,43,NORMAL
2019-8-14,Campo Belo,-23.6188,-46.6823,24343,36,65,7,17,43,43,17,28,REABASTECER
2019-9-2,Campo Belo,-23.6188,-46.6823,24940,38,21,16,12,16,19,32,43,NORMAL
2019-1-6,Tatuapé,-23.5402,-46.5765,70754,0,65,41,22,5,29,11,10,REABASTECER
2018-1-3,Eucaliptos,-23.61,-46.6686,24243,68,58,53,31,38,36,36,39,NORMAL
2018-2-27,Eucaliptos,-23.61,-46.6686,23202,62,48,21,30,30,38,26,27,NORMAL
2018-9-16,Tatuapé,-23.5402,-46.5765,67521,19,9,35,31,24,36,22,39,REABASTECER
2018-7-9,Eucaliptos,-23.61,-46.6686,24164,46,32,40,12,7,24,17,30,NORMAL
2019-9-3,Tatuapé,-23.5402,-46.5765,68249,2,4,49,34,30,17,23,26,NORMAL
2019-11-15,Tatuapé,-23.5402,-46.5765,68352,4,65,24,16,43,40,30,41,REABASTECER
2019-4-17,Tatuapé,-23.5402,-46.5765,69416,32,65,24,16,19,13,34,16,NORMAL
2019-7-29,Tatuapé,-23.5402,-46.5765,67361,56,23,9,26,6,6,34,26,NORMAL
2019-12-7,Tatuapé,-23.5402,-46.5765,70709,42,44,60,25,43,22,25,39,NORMAL
2019-12-26,Tatuapé,-23.5402,-46.5765,69024,47,47,65,4,6,43,33,13,NORMAL
2018-12-30,República,-23.5436,-46.6434,109692,28,50,20,12,20,32,43,12,NORMAL
2019-11-14,Eucaliptos,-23.61,-46.6686,22719,46,51,46,28,33,30,43,43,NORMAL
2018-2-10,Moema,-23.5489,-46.6388,19186,52,31,51,15,7,41,11,21,NORMAL
2018-6-25,Moema,-23.5489,-46.6388,17152,20,8,65,14,28,26,14,22,REABASTECER
2019-9-15,República,-23.5436,-46.6434,110111,13,7,30,20,11,3,43,13,REABASTECER
2018-9-26,Moema,-23.5489,-46.6388,19952,68,21,65,43,33,5,38,43,REABASTECER
2019-6-29,República,-23.5436,-46.6434,109329,79,40,27,38,34,4,11,34,REABASTECER
2018-4-5,Higienópolis-Mackenzie,-23.5488,-46.6519,89882,6,7,14,20,18,9,43,43,NORMAL
2018-6-4,Higienópolis-Mackenzie,-23.5488,-46.6519,91472,20,26,51,17,24,35,8,14,NORMAL
2018-10-3,Paraíso,-23.57677,-46.63933,73323,78,43,22,15,9,9,31,23,NORMAL
2018-10-12,Paraíso,-23.57677,-46.63933,73683,71,62,33,25,15,23,34,32,NORMAL
2019-5-25,Higienópolis-Mackenzie,-23.5488,-46.6519,91702,22,40,16,41,41,37,43,29,NORMAL
2018-9-30,Higienópolis-Mackenzie,-23.5488,-46.6519,93210,74,34,47,43,30,42,35,26,NORMAL
2019-4-10,Tatuapé,-23.5402,-46.5765,70235,11,43,12,40,6,27,12,43,REABASTECER
2018-2-30,Eucaliptos,-23.61,-46.6686,24144,29,24,2,16,21,27,12,16,REABASTECER
2018-9-3,Tatuapé,-23.5402,-46.5765,69874,56,17,55,27,40,38,38,43,NORMAL
2018-7-2,Eucaliptos,-23.61,-46.6686,24717,29,65,28,22,37,43,6,20,NORMAL
2019-8-30,Tatuapé,-23.5402,-46.5765,68818,34,29,6,5,43,28,33,36,NORMAL
2019-4-25,Tatuapé,-23.5402,-46.5765,70683,33,25,34,31,26,35,41,30,NORMAL
2018-4-2,República,-23.5436,-46.6434,108343,66,10,40,16,17,16,18,20,NORMAL
2019-8-1,Tatuapé,-23.5402,-46.5765,67107,37,8,57,20,38,43,27,18,REABASTECER
2018-6-18,República,-23.5436,-46.6434,110686,4,15,50,37,22,12,2,19,REABASTECER
2019-10-5,Tatuapé,-23.5402,-46.5765,68145,55,53,15,26,30,27,17,24,NORMAL
2019-11-7,Tatuapé,-23.5402,-46.5765,69417,86,49,16,36,33,28,25,33,NORMAL
2019-11-10,Tatuapé,-23.5402,-46.5765,67965,58,30,57,26,20,16,10,17,NORMAL
2019-3-15,República,-23.5436,-46.6434,108087,86,54,34,39,11,43,10,20,NORMAL
2018-7-28,República,-23.5436,-46.6434,107389,29,6,34,9,28,43,2,33,NORMAL
2019-6-7,República,-23.5436,-46.6434,107669,45,37,52,25,32,34,10,40,NORMAL
2018-7-19,Moema,-23.5489,-46.6388,20091,46,16,52,31,6,10,41,22,REABASTECER
2019-11-23,República,-23.5436,-46.6434,110372,68,7,30,18,7,43,38,29,REABASTECER
2019-12-19,República,-23.5436,-46.6434,108028,76,56,33,26,40,11,25,12,NORMAL
2018-1-4,Higienópolis-Mackenzie,-23.5488,-46.6519,90130,58,47,43,38,29,33,35,30,NORMAL
2019-7-2,República,-23.5436,-46.6434,109134,50,25,65,28,23,35,41,23,NORMAL
2018-4-10,Paraíso,-23.57677,-46.63933,73030,70,54,28,38,14,18,29,35,NORMAL
2018-7-5,Paraíso,-23.57677,-46.63933,70655,86,49,18,18,31,7,4,18,REABASTECER
2019-2-16,Higienópolis-Mackenzie,-23.5488,-46.6519,89985,49,23,21,28,12,43,37,16,NORMAL
2018-10-6,Paraíso,-23.57677,-46.63933,73316,48,23,65,43,40,41,17,11,NORMAL
2018-10-16,Paraíso,-23.57677,-46.63933,73656,29,43,65,15,41,16,19,13,NORMAL
2019-7-17,Higienópolis-Mackenzie,-23.5488,-46.6519,91431,32,34,23,12,39,35,36,43,NORMAL
2019-1-8,Higienópolis-Mackenzie,-23.5488,-46.6519,89989,86,47,19,38,10,30,20,33,NORMAL
2019-9-22,Higienópolis-Mackenzie,-23.5488,-46.6519,92518,75,65,18,25,43,28,24,6,REABASTECER
2019-10-21,Higienópolis-Mackenzie,-23.5488,-46.6519,93324,65,18,13,43,12,34,43,24,NORMAL
2019-2-29,Higienópolis-Mackenzie,-23.5488,-46.6519,91794,19,58,4,27,5,38,21,7,NORMAL
2019-3-1,Higienópolis-Mackenzie,-23.5488,-46.6519,92406,86,45,59,19,41,31,15,43,NORMAL
2019-4-4,Higienópolis-Mackenzie,-23.5488,-46.6519,91662,9,26,34,22,37,16,20,31,NORMAL
2019-12-8,Higienópolis-Mackenzie,-23.5488,-46.6519,89787,31,16,14,14,35,13,26,43,NORMAL
2018-1-9,Brigadeiro,-23.5683,-46.6482,47864,4,17,0,11,14,9,10,13,REABASTECER
